ECG_Max,ECG_SD,alpha_psd,ECG_Mean,ECG_Q1,delta_amp,ECG_Q2,ECG_Q3,beta_amp,ECG_AVHR,ECG_IBI,theta_psd,ECG_RMSSD,time_std,theta_amp,ECG_pNN20,ECG_pNN50,beta_psd,EDA_SC,EDA_SCL,alpha_amp,EDA_SCR,EDA_Max,EDA_SD,delta_psd,EDA_Mean,EDA_Q1,EDA_Q2,EDA_Q3,time_mean,time_max,time_min,time_skew,time_kurtosis,trust level
0.55390752,0.17611306,14.2598634,0.001414472,-0.104555648,235.179279,-0.006756394,0.111925239,6.543923271,124.6753247,481.25,399.7783999,234.0434058,380.6045368,39.27370457,0.842105263,0.789473684,2.673279636,18.92820545,19.07043457,8.085536914,0.329014587,20.88569641,0.990951152,16063.41171,18.92820545,18.3291626,19.07043457,19.51404572,88357.4424,89443.03213,87112.60463,0.250375653,4.691704923,3
0.55390752,0.177451344,13.80285066,-0.001865124,-0.105615827,219.9283563,-0.00206645,0.111318781,6.757005258,133.54531,449.2857143,381.4839579,226.2520718,378.1864412,38.43410552,0.9,0.9,2.865061151,18.69003456,18.71452332,8.050678359,0.336161003,20.55381775,0.835761473,14042.17441,18.69003456,18.09394836,18.71452332,19.36862946,88381.45611,89443.77725,87112.60463,0.187341595,4.762237771,3
0.55390752,0.177293984,13.85442082,0.002155141,-0.100052134,226.8989494,-0.000265045,0.112992157,6.662405847,127.4658574,470.7142857,411.560148,229.9646712,424.6243518,39.78674503,0.9,0.85,2.799452875,18.43488686,18.52165222,8.000256519,0.297318611,19.60578918,0.801392242,15047.66554,18.43488686,17.68783569,18.52165222,19.18466568,88367.23882,89616.57138,87112.60463,0.358113983,4.289038498,3
0.55390752,0.178688564,12.77060737,0.00324718,-0.100845022,183.5900701,-0.000503136,0.11836942,4.753530381,121.6648879,493.1578947,266.3350977,223.0003737,389.6000912,31.86367857,0.944444444,0.833333333,1.419809103,18.16080563,18.29414368,7.621248466,0.311983261,19.60578918,0.878289431,9945.909549,18.16080563,17.40871429,18.29414368,18.90123367,88426.97894,89616.57138,87253.31812,0.532188739,4.276916083,3
0.55390752,0.175889483,15.91493572,0.002267916,-0.094708563,182.5041113,-0.0013971,0.111318781,4.578170388,115.8536585,517.8947368,272.4194785,221.8764671,326.4205376,32.21633458,1,0.833333333,1.326987499,17.82468693,17.89367676,8.475935402,0.397764435,19.60578918,1.033064472,9908.37485,17.82468693,17.12278366,17.89367676,18.55035782,88410.95,89616.57138,87315.47363,0.886857486,5.888007735,3
0.55390752,0.169038272,16.99373057,0.002755171,-0.095186992,179.5645269,-0.00295143,0.106588407,4.638615279,116.7434716,513.9473684,266.6292628,208.2599871,266.8051575,31.84524017,1,0.777777778,1.377029787,17.48195732,17.52975464,8.729555486,0.473565826,19.60578918,1.218143959,9635.137265,17.48195732,16.69715881,17.52975464,18.4724617,88346.38671,89616.57138,87315.47363,0.846766297,9.224535385,3
0.550277755,0.161144432,17.01002067,-0.003604824,-0.095564343,185.0322313,-0.004029578,0.095443052,4.544822205,120.1334816,499.4444444,266.5186874,190.6490462,270.0826381,31.81759444,1,0.764705882,1.326467005,17.12840965,17.25120544,8.724946322,0.501248016,19.60578918,1.370468389,10208.52522,17.12840965,15.8805275,17.25120544,18.09364319,88361.68539,89616.57138,87315.47363,0.68941604,8.645197072,3
0.550277755,0.155347874,16.83343778,0.004033289,-0.085872242,187.7658418,-0.002547125,0.096932244,4.483865145,116.3265306,515.7894737,257.3778334,184.7520861,270.3205133,31.22754181,1,0.777777778,1.293745907,16.84102127,17.0451355,8.666715961,0.507887764,19.60578918,1.437692138,10504.72357,16.84102127,15.43117523,17.0451355,17.68737793,88349.27409,89616.57138,87315.47363,0.816942196,8.752014964,3
0.550277755,0.154286764,17.18721018,0.003571967,-0.084423481,189.21386,-0.004209269,0.09596191,4.453098352,117.3443129,511.3157895,257.0344092,192.0684195,272.3677699,31.21374337,1,0.777777778,1.276361356,16.66703899,16.26754761,8.766411364,0.832106628,19.60578918,1.469610799,10657.08463,16.66703899,15.43117523,16.26754761,17.64419556,88362.66023,89616.57138,87315.47363,0.66816698,8.356935738,3
0.550277755,0.153978828,14.98725306,-0.003872146,-0.093938137,188.19164,-0.014393276,0.085748704,4.156684421,115.6936261,518.6111111,227.2633977,193.6795413,271.3740771,29.49975284,1,0.705882353,1.093073904,16.40571121,15.62656403,8.165617907,0.944900284,19.60578918,1.425131722,10512.16647,16.40571121,15.31934738,15.62656403,17.40476608,88370.24705,89616.57138,87315.47363,0.594404392,8.408931198,3
0.639449579,0.195615973,4.963418419,0.005481968,-0.119231938,50.35725226,-0.014595429,0.136471075,3.368717161,120.3801478,498.4210526,29.42515053,216.5127659,174.3763219,10.61054472,1,1,0.675814571,19.36099283,19.12479401,4.863229924,0.521258939,21.59370422,1.004867805,805.0498213,19.36099283,18.65234375,19.12479401,20.07066727,95797.71504,96149.35425,95406.43738,0.291329268,3.789656379,1
0.639449579,0.192391911,4.702667885,0.000380685,-0.114193842,50.0700312,-0.02378664,0.122032877,3.29708045,117.6470588,510,29.09626013,195.7286954,174.0235526,10.54705005,0.888888889,0.888888889,0.645726556,19.24154362,19.01000977,4.72994633,0.574872169,21.59370422,1.102558941,797.5460565,19.24154362,18.54301453,19.01000977,20.07066727,95793.59139,96153.37763,95392.06513,0.188706851,3.713750779,1
0.639449579,0.191851804,2.316182114,0.011106137,-0.114108489,46.77392531,-0.013427435,0.143943989,3.08010483,120.1897733,499.2105263,29.102512,193.53079,171.502088,10.5402219,0.944444444,0.888888889,0.561227605,19.13679977,19.01000977,3.36146495,0.574872169,21.59370422,1.194306852,703.2712383,19.13679977,17.87353516,19.01000977,20.07066727,95783.25207,96132.1285,95392.06513,0.085001538,3.793812663,1
0.515273883,0.185231753,2.557097436,0.002468505,-0.118912986,44.07325928,-0.025906998,0.134905515,3.091330701,112.6173097,532.7777778,25.98833071,196.5324401,203.7083844,10.01911838,0.941176471,0.882352941,0.566638922,19.00052357,19.01000977,3.539654285,0.574872169,21.59370422,1.320786865,634.5719337,19.00052357,17.79348373,19.01000977,20.07066727,95791.59993,96599.70963,95392.06513,2.087869627,15.45127248,1
0.748037052,0.199622129,3.092618426,0.000533629,-0.129806773,50.20353198,-0.033431573,0.140381608,3.49868121,126.7159451,473.5,51.39994462,188.2886921,219.317147,14.1415164,0.894736842,0.789473684,0.731087714,18.69334343,18.16074371,3.892865508,0.866833534,21.59370422,1.385815698,791.8363794,18.69334343,17.66962051,18.16074371,19.88903046,95797.31682,96605.27587,95358.21463,1.615531907,9.89548858,1
0.823669134,0.222126058,8.044414859,-0.011889704,-0.141028497,73.44314605,-0.037115245,0.141610248,5.349657703,131.318395,456.9047619,198.4448449,176.8968626,224.014455,27.81036081,0.9,0.8,1.817754581,18.33864799,17.86254883,6.121546975,0.724565239,20.68138123,1.158238358,1572.405574,18.33864799,17.42954254,17.86254883,19.42211151,95767.94293,96605.27587,95279.50663,1.482411365,9.199513872,1
0.823669134,0.233964637,9.122863906,0.0030657,-0.131936115,91.86393335,-0.028184586,0.174556654,5.727243732,135.3846154,443.1818182,238.6934102,161.1897728,241.8346647,30.59300202,0.857142857,0.761904762,2.068844381,18.45101295,17.86254883,6.508182329,0.836930199,21.19758606,1.332749999,2452.7653,18.45101295,17.42954254,17.86254883,19.6088028,95719.43186,96602.47413,95137.85025,1.274836861,9.088976524,1
0.823669134,0.238035837,10.43705674,0.013036853,-0.120541439,94.03402312,-0.022614154,0.186681326,5.849459103,140.4255319,427.2727273,250.7803268,131.1714618,267.0335642,31.34755492,0.857142857,0.714285714,2.163229603,18.45714909,17.86254883,7.011186491,0.84306633,21.19758606,1.345263142,2577.245182,18.45714909,17.42954254,17.86254883,19.63962555,95689.60042,96602.47413,95083.986,1.170454934,8.178574128,1
0.823669134,0.241780827,12.44084439,0.010625045,-0.132308975,96.54810413,-0.02244794,0.191319609,6.164589813,147.2785486,407.3913043,283.7225805,110.9104881,279.0635464,33.34854224,0.681818182,0.545454545,2.390224884,18.3251236,17.86254883,7.723503202,0.71104084,21.19758606,1.25588385,2704.312448,18.3251236,17.42954254,17.86254883,19.01700974,95676.63216,96602.47413,95041.11788,1.225587563,8.093373897,1
0.823669134,0.244204388,12.96462167,0.003297574,-0.145134444,98.77135826,-0.035583376,0.185987269,6.259038506,146.6395112,409.1666667,297.1635404,134.5362405,295.8515238,34.1269083,0.739130435,0.608695652,2.46801857,18.48586258,17.86254883,7.886114134,0.871779823,21.19758606,1.389494064,2826.710032,18.48586258,17.42954254,17.86254883,19.80298996,95659.53719,96602.47413,95057.2835,1.152261512,6.881884265,1
0.823669134,0.242689686,14.11242921,0.00245289,-0.138436449,101.2488886,-0.037092784,0.180686374,6.641038636,151.1811024,396.875,317.9765167,151.108225,314.2017015,35.37485797,0.695652174,0.565217391,2.762176215,18.65346542,18.33778381,8.274833483,0.782088585,21.19758606,1.413387956,2960.492611,18.65346542,17.42954254,18.33778381,20.02075195,95634.43164,96602.47413,94999.87213,0.957601223,5.568171082,1
0.823669134,0.244308448,17.25882785,0.004416615,-0.137486331,109.1611742,-0.032483701,0.184264478,7.11549136,151.7317207,395.4347826,394.2572495,157.7901368,320.2316029,39.42133253,0.681818182,0.590909091,3.151614523,18.67770828,18.44852448,9.165064375,0.729251366,21.19758606,1.404430296,3433.986077,18.67770828,17.42954254,18.44852448,20.02075195,95611.59198,96602.47413,94999.87213,0.957323072,5.448006264,1
0.823669134,0.243351817,17.73410287,0.002059379,-0.137486331,110.3852273,-0.033099144,0.175021605,7.10620146,152.1394612,394.375,395.3497661,159.1622088,317.3095096,39.4746476,0.695652174,0.608695652,3.146626848,18.65363544,18.44852448,9.291960547,0.729251366,21.19758606,1.423666008,3509.864463,18.65363544,17.31077194,18.44852448,20.02075195,95580.70543,96602.47413,94999.87213,1.098792203,5.867040153,1
0.823669134,0.239581847,11.5042665,0.003884635,-0.129986464,92.92863926,-0.031980565,0.168507794,5.002380231,144.0501044,416.5217391,172.8789244,197.1587962,283.4777365,26.17822506,0.681818182,0.590909091,1.521030886,18.88970661,18.88553619,7.491041866,0.612597313,21.19758606,1.38629326,2509.85684,18.88970661,17.60074615,18.88553619,20.21951675,95528.68155,96442.14213,94997.14162,0.652104679,4.564085987,1
0.823669134,0.229435555,11.73054695,0.005395228,-0.117167734,70.05674455,-0.028395723,0.164035726,4.957091591,139.5348837,430,143.1351746,217.382152,225.3385981,23.80190366,0.7,0.65,1.500598904,19.17973194,19.33792114,7.589949958,0.452325668,21.19758606,1.236551441,1424.145207,19.17973194,18.23875427,19.33792114,20.27555466,95486.69662,96121.43463,94997.14162,0.209743691,3.928467513,1
0.674462435,0.20532286,10.61179141,0.013587419,-0.113966982,72.54849677,-0.029168396,0.157371424,4.983004299,124.9349297,480.25,135.8073953,245.0912827,185.5104552,23.18979186,0.736842105,0.684210526,1.516674738,19.22433292,19.26399231,7.20384701,0.482674179,21.19758606,1.143917386,1512.69356,19.22433292,18.25294495,19.26399231,20.27555466,95468.23548,96010.95813,95003.09088,0.142237013,4.154337574,1
0.554662223,0.194029939,8.387990827,0.0054909,-0.113966982,68.07569869,-0.032043457,0.142629996,4.681008948,117.4652241,510.7894737,107.7774803,254.4165438,149.7924617,20.70276808,0.666666667,0.666666667,1.342353071,18.84594414,18.79829407,6.425697778,0.523081093,20.69473267,1.132301211,1327.109182,18.84594414,17.81599045,18.79829407,19.94621277,95472.88891,95845.6925,95035.67588,-0.046046916,3.694220248,1
0.462651276,0.186117538,8.261545667,-0.008056254,-0.117825853,68.97419598,-0.041719835,0.118719818,4.668157059,112.324493,534.1666667,104.6549676,271.4124276,133.6306996,20.39721659,0.823529412,0.823529412,1.332650919,18.5401376,18.39797974,6.377283151,0.608282814,20.53581238,1.243487063,1364.062987,18.5401376,17.4555397,18.39797974,19.71546173,95476.9138,95840.173,95107.6135,0.296787511,3.432030315,1
0.462651276,0.181672095,7.461694337,-0.00333291,-0.113596369,66.54214159,-0.035152117,0.124225111,4.365690388,115.3846154,520,93.95106318,240.5416682,140.8484358,19.30876955,0.882352941,0.764705882,1.162258909,18.34734161,18.05309296,6.049925542,0.74010025,20.53581238,1.350310263,1270.564585,18.34734161,17.16247559,18.05309296,19.71546173,95479.15854,95862.66713,95081.91813,0.228143155,3.656644294,1
0.41498815,0.180498005,4.948471267,0.000367702,-0.108782887,56.40996563,-0.030875463,0.131720486,3.795619273,113.3263379,529.4444444,45.17029207,246.5676139,143.9360964,13.31496104,0.941176471,0.882352941,0.8675423,18.02722797,17.61219025,4.905712893,0.709323578,20.38841248,1.212130002,913.2430134,18.02722797,17.06508636,17.61219025,19.01052475,95479.02943,95840.09063,95089.79688,0.23346793,3.77899075,1
0.41498815,0.183549662,4.546302159,0.003520504,-0.105871888,54.69533404,-0.0284092,0.142836641,3.790228033,108.9052751,550.9375,40.29939434,254.3750512,137.0765023,12.56451642,0.933333333,0.933333333,0.860517923,17.74741295,17.31571198,4.70311213,0.649013672,20.38841248,1.142755343,858.2728207,17.74741295,16.86986923,17.31571198,18.31554413,95479.1325,95854.93238,95123.49788,0.538577838,4.626151002,1
0.518670049,0.174773147,2.426044474,0.008713886,-0.100106042,50.2929135,-0.020341059,0.132897464,2.750538642,107.9365079,555.8823529,26.3676191,231.0945423,188.1359646,10.18283343,0.75,0.6875,0.452188109,14.76797745,14.68898773,3.415617531,0.270476227,16.15562439,0.578155794,733.4520415,14.76797745,14.2590332,14.68898773,14.97400284,95158.19929,95671.8595,94568.73013,0.124864223,5.874298192,1
1.085254793,0.226015433,4.979067588,-0.017293094,-0.114620609,79.07094887,-0.029756885,0.125691842,5.237051944,117.2236504,511.8421053,44.26204044,273.7775861,296.9607243,13.23413393,0.777777778,0.722222222,1.814244857,14.95262211,14.68898773,4.875040086,0.455120888,20.8228302,1.202410835,1831.265488,14.95262211,14.2590332,14.68898773,14.97138977,95145.41687,96176.59825,93396.10013,-0.907789774,12.18144462,1
1.250822387,0.291027766,256.2478902,0.028593267,-0.112554159,174.4114133,-0.016724771,0.178902938,12.4087744,98.71465296,607.8125,609.2163834,199.1983936,631.5909283,46.21948862,0.666666667,0.6,13.19359081,15.80045101,14.68898773,29.88028464,1.302949791,24.99961853,2.987096289,9649.69326,15.80045101,14.2590332,14.68898773,14.97138977,95292.00395,97882.43063,93385.54938,0.704937613,10.02128005,1
1.250822387,0.295044987,255.7683207,0.010416639,-0.13581071,191.105758,-0.032932929,0.157890282,12.72767497,109.9137931,545.8823529,704.755418,195.0841165,993.1316123,49.50504896,0.75,0.625,13.68501604,16.80240162,14.68898773,29.98119059,2.304900398,24.99961853,4.03897886,11584.26817,16.80240162,14.2590332,14.68898773,17.96800613,95549.10178,98221.24013,93385.54938,0.467119737,7.370489859,1
1.250822387,0.294355173,303.9054424,0.00769967,-0.141980861,202.5432767,-0.034356983,0.151088965,14.21552608,108.3377589,553.8235294,846.6773112,206.2613633,1135.929369,55.29781278,0.75,0.5625,17.0250391,17.80951946,14.68898773,33.38985773,3.312018242,24.99961853,4.654806733,12708.86602,17.80951946,14.2590332,14.68898773,24.99961853,95773.21425,98258.22513,93385.54938,0.153706525,6.328851477,1
1.250822387,0.290737537,298.2569736,0.003114684,-0.136158862,201.0526906,-0.039693816,0.130720953,14.22877304,109.6184847,547.3529412,836.4722081,213.585463,1194.428276,55.04236764,0.8125,0.625,16.97838021,18.83050972,14.86118317,33.14425791,4.246311378,24.99961853,4.988187786,12483.80425,18.83050972,14.2590332,14.86118317,24.99961853,95959.95583,98337.47013,93385.54938,-0.017463513,5.171220348,1
1.250822387,0.286636798,321.7841329,0.005418579,-0.122527028,211.5624111,-0.034806211,0.12434191,15.4727799,109.9137931,545.8823529,935.9051508,213.6439796,1200.325765,58.1113718,0.875,0.625,19.03105837,19.87499756,20.83705902,34.73053905,1.972198944,24.99961853,5.076171427,13612.84063,19.87499756,14.2590332,20.83705902,24.99961853,96130.798,98337.47013,93385.54938,-0.262666288,4.818201588,1
1.250822387,0.284470842,316.2707413,0.004324371,-0.119499229,212.2593302,-0.033332742,0.116678075,15.54721958,112.8318584,531.7647059,930.687627,176.6396402,1166.163646,58.04761521,0.75,0.5,19.05945099,20.94083958,24.99961853,34.51914066,0,24.99961853,4.918845207,13640.93126,20.94083958,14.29002762,24.99961853,24.99961853,96254.16524,98337.47013,93385.54938,-0.429634505,4.874919525,1
1.250822387,0.28305989,309.6468506,0.001959727,-0.119458798,208.242735,-0.03202998,0.111745548,15.52024267,113.9240506,526.6666667,915.7123551,171.0607047,1118.457897,57.66323373,0.764705882,0.529411765,18.91091767,22.02264191,24.99961853,34.24229341,0,24.99961853,4.483661426,13108.80648,22.02264191,17.98681259,24.99961853,24.99961853,96350.8745,98337.47013,93385.54938,-0.542717721,4.99192533,1
1.250822387,0.284098921,301.0115433,0.00458097,-0.118863571,196.6327593,-0.02730859,0.114526271,15.05114356,123.3299075,486.5,904.3777019,140.3004295,1065.280681,57.35813582,0.736842105,0.526315789,17.80734473,23.1115221,24.99961853,33.82229582,0,24.99961853,3.680227765,11675.58639,23.1115221,24.99528885,24.99961853,24.99961853,96418.27618,98337.47013,93385.54938,-0.620573088,5.420973011,1
1.250822387,0.282584988,129.241079,-0.011754931,-0.129829235,142.7365742,-0.042573369,0.088713611,10.92286219,126.2493425,475.25,482.862893,135.0438525,984.8057363,42.19087144,0.736842105,0.526315789,8.523152534,24.17667583,24.99961853,23.40806624,0,24.99961853,2.254617761,6016.65494,24.17667583,24.99961853,24.99961853,24.99961853,96490.39823,98343.7055,93385.54938,-0.659763647,6.377181665,1
1.250822387,0.243852472,116.2251671,0.022318841,-0.112068992,124.6144199,-0.021437176,0.107084804,10.52514378,136.152656,440.6818182,427.1927334,134.061997,874.3832573,39.75086293,0.761904762,0.523809524,7.808786279,24.89049519,24.99961853,22.48603819,0,24.99961853,0.554484082,4482.958914,24.89049519,24.99961853,24.99961853,24.99961853,96531.83147,98267.71675,94829.01588,0.073027846,3.411054938,1
0.468347491,0.157408987,50.34647348,-0.019068647,-0.112068992,104.768526,-0.026405641,0.076741676,8.425022423,125.8521238,476.75,221.2889899,154.8683652,897.6730966,28.54811829,0.789473684,0.631578947,4.321037925,24.9995396,24.99961853,15.37419466,0,24.99961853,0.000736299,3162.77062,24.9995396,24.99961853,24.99961853,24.99961853,96393.30183,98250.70525,94829.039,0.435588695,3.040712449,1
0.468347491,0.146476853,56.64176869,-0.005308706,-0.097543194,111.6086736,-0.018265624,0.082321092,9.106622599,116.3793103,515.5555556,265.8995485,162.1772814,817.1931889,31.25653629,0.823529412,0.647058824,5.033613247,24.9995396,24.99961853,16.35931176,0,24.99961853,0.000736299,3639.39638,24.9995396,24.99961853,24.99961853,24.99961853,96132.04939,97973.07237,94799.35025,0.554516606,3.200158194,1
0.468347491,0.149528604,41.75558193,0.001414499,-0.091402243,96.75347277,-0.009963884,0.095254376,7.943939877,112.033195,535.5555556,231.637171,184.8210581,730.3422899,29.526713,0.764705882,0.588235294,3.826154177,24.9995396,24.99961853,14.28595359,0,24.99961853,0.000736299,2767.732659,24.9995396,24.99961853,24.99961853,24.99961853,95901.66754,97620.92288,94779.62063,0.664088646,3.189747969,1
0.468347491,0.153557289,39.0140161,-0.001417032,-0.100144226,81.78048187,-0.013454389,0.097907069,7.959672322,122.8448276,488.4210526,225.6783078,203.6302477,648.4536621,29.10667607,0.833333333,0.666666667,3.843614697,24.9995396,24.99961853,13.78942511,0,24.99961853,0.000736299,2018.559926,24.9995396,24.99961853,24.99961853,24.99961853,95686.60358,97356.7605,94631.886,0.906482643,4.228954293,1
0.468347491,0.159135747,40.21470283,0.001729596,-0.10514863,82.41923376,-0.004344038,0.111166043,8.09376748,118.5647426,506.0526316,224.9896022,206.9990607,555.0969018,28.91749788,0.888888889,0.666666667,3.984772387,24.99953972,24.99961853,13.99317607,0,24.99961853,0.000743985,2053.157055,24.99953972,24.99961853,24.99961853,24.99961853,95481.72448,96926.35462,94535.3965,0.908999613,6.090059466,1
0.468347491,0.157715071,42.01850423,0.000464399,-0.105654012,84.59072267,-0.006675533,0.106936559,8.340254531,124.4813278,482,232.2333222,221.0501253,475.8371855,29.34885589,0.894736842,0.684210526,4.25204577,24.99953972,24.99961853,14.29388474,0,24.99961853,0.000743985,2171.941969,24.99953972,24.99961853,24.99961853,24.99961853,95332.6586,96637.5045,94514.9415,0.972027709,5.606205101,1
0.468347491,0.157384178,42.54663076,0.004679297,-0.099688259,96.42830806,-0.002376418,0.113450369,8.680158191,118.073537,508.1578947,267.0576615,231.162521,409.2342479,31.77715603,0.888888889,0.666666667,4.588586889,24.99953972,24.99961853,14.38397007,0,24.99961853,0.000743985,2779.164731,24.99953972,24.99961853,24.99961853,24.99961853,95186.29666,96439.51525,94420.3255,1.048702665,6.24040901,1
0.585533194,0.163557322,43.86409431,0.001666058,-0.115191129,98.44589872,-0.007407775,0.115921125,8.808088483,116.2540366,516.1111111,280.8936769,233.7891207,365.3652292,32.66406574,0.882352941,0.647058824,4.726024992,24.99953972,24.99961853,14.60947041,0,24.99961853,0.000743985,2883.907152,24.99953972,24.99961853,24.99961853,24.99961853,95077.2736,96325.77213,94406.461,1.056038643,5.951271243,1
0.585533194,0.161857165,30.09949696,0.009366155,-0.106637822,82.19232938,-0.001203932,0.128495026,7.979992589,113.0890052,530.5555556,252.7879801,212.9484887,303.8878948,31.01427339,0.823529412,0.588235294,3.903085898,24.99953972,24.99961853,12.04822165,0,24.99961853,0.000743985,2037.885721,24.99953972,24.99961853,24.99961853,24.99961853,95000.04837,95822.33975,94406.461,0.635671496,3.838897692,1
0.538957201,0.155898377,14.88112589,0.001399023,-0.097363503,146.2929712,-0.025718322,0.099540014,4.505522769,96.72219237,620.3333333,249.1001455,162.5851425,287.504692,31.1115313,0.571428571,0.357142857,1.257324809,11.66040686,11.64665222,8.4530518,0.090832087,11.98056539,0.189676084,6214.152079,11.66040686,11.48506165,11.64665222,11.87473297,94659.94569,95612.65638,93889.671,0.741896121,4.439546526,1
0.538957201,0.155790174,14.6974674,0.00204057,-0.097749839,137.3281842,-0.022987014,0.096779506,4.588478152,92.35505387,649.6666667,252.4851673,149.2241842,270.1469245,31.32005974,0.5,0.285714286,1.310786937,11.59861237,11.57249451,8.382484724,0.09667244,11.90841675,0.194566511,5475.987643,11.59861237,11.45345688,11.57249451,11.772995,94640.49809,95598.80463,93886.19638,0.439661998,4.687751722,1
0.538957201,0.158119083,15.75828249,0.005168215,-0.09807553,108.3590632,-0.019842415,0.105550689,4.8269529,99.2248062,604.6875,216.8682298,179.2716747,255.4430684,29.01730572,0.6,0.333333333,1.454604306,11.5352998,11.51966095,8.665433388,0.087705803,11.90589905,0.190765199,3406.490192,11.5352998,11.37548447,11.51966095,11.66866302,94658.02098,95597.77963,93996.864,0.510304574,4.351570715,1
0.538957201,0.156865712,16.07154541,0.002753473,-0.096397662,129.8954008,-0.02518374,0.099003186,5.133127293,104.6321526,573.4375,240.6932342,179.4064287,227.8040752,30.57815094,0.666666667,0.4,1.635595874,11.46967564,11.46125793,8.75569159,0.078204346,11.88339233,0.175103499,4860.314069,11.46967564,11.31170273,11.46125793,11.61449432,94636.6673,95593.58338,93996.864,0.529066486,5.16640318,1
0.538957201,0.163343871,16.13021669,0.002184768,-0.101408804,139.3134421,-0.0226456,0.101494157,5.19066397,111.5126484,538.0555556,241.8231154,203.3542259,236.0249586,30.65160731,0.764705882,0.588235294,1.679208767,11.40787083,11.41967773,8.761021936,0.065938759,11.72111511,0.165661986,5581.734707,11.40787083,11.25843048,11.41967773,11.53593063,94637.29056,95593.58338,94041.18988,0.498521574,4.394126128,1
0.538957201,0.163687723,7.093848372,0.00143409,-0.104128882,133.1572283,-0.02482885,0.101078621,4.724172196,111.2322792,539.4117647,68.01084793,208.3079151,255.9250222,15.89946237,0.8125,0.625,1.405122579,11.35022362,11.34075165,5.620086945,0.075872841,11.64657593,0.16245822,5110.111771,11.35022362,11.21982574,11.34075165,11.48506165,94661.00353,95582.59275,94041.18988,0.406513891,3.503333841,1
0.538957201,0.165642218,34.32891843,0.00191338,-0.103756022,139.7263391,-0.024438021,0.102320738,10.20665197,109.7560976,546.6666667,130.8721979,202.033777,231.7737435,22.47829948,0.705882353,0.588235294,6.380594856,11.34575733,11.31797791,12.9331217,0.085902176,11.98387146,0.177928802,5610.682513,11.34575733,11.21702194,11.31797791,11.46636963,94626.30125,95379.86975,94041.18988,0.293723679,3.633698268,1
0.538957201,0.165552694,37.52315677,0.000305637,-0.106507546,144.3580414,-0.027757819,0.103304548,10.60912441,111.3537118,538.8235294,137.3386079,208.011418,245.8172526,23.05256613,0.6875,0.625,6.895156873,11.39589092,11.31797791,13.52363914,0.136035767,12.06321716,0.271835239,5984.903363,11.39589092,11.21702194,11.31797791,11.46636963,94606.88603,95379.86975,94005.5355,0.24812301,3.286532734,1
0.538957201,0.163669357,39.23943442,0.002953254,-0.097981192,154.0193127,-0.024325714,0.101494157,10.87559557,110.5990783,542.5,153.6647088,192.0822434,261.6056598,24.44245041,0.705882353,0.588235294,7.233319618,11.42787827,11.31797791,13.83222405,0.168023109,12.06321716,0.299414512,6823.773795,11.42787827,11.21702194,11.31797791,11.58504486,94620.87468,95415.84738,94005.5355,0.205161632,2.939710771,1
0.508176075,0.164067476,44.38499819,0.003954966,-0.097594855,181.9606274,-0.020812749,0.110770722,11.14373079,104.7227926,572.9411765,240.7443523,164.2311633,257.8650473,30.68675249,0.6875,0.5,7.580751991,11.43982655,11.31797791,14.70226781,0.17997139,12.06321716,0.302682985,9539.230279,11.43982655,11.21702194,11.31797791,11.65187836,94636.35643,95415.84738,94005.5355,0.067009762,3.031004774,1
0.508176075,0.164695142,43.90981146,0.00225222,-0.097700424,176.9444124,-0.019469556,0.110770722,11.18713286,103.5598706,579.375,233.2273084,163.426844,259.4707953,30.21950173,0.666666667,0.466666667,7.640234949,11.44151676,11.31797791,14.62746779,0.181661606,12.06321716,0.302619199,9017.25057,11.44151676,11.21702194,11.31797791,11.65187836,94631.81705,95415.84738,94005.5355,0.093791448,2.98788728,1
0.508176075,0.165057168,44.0150288,0.00370042,-0.097527471,164.4770698,-0.017205445,0.113347047,11.25266923,103.0042918,582.5,220.6823622,128.7762918,246.1738024,29.40025513,0.6,0.4,7.731501326,11.43785965,11.2928009,14.64630096,0.193675842,12.06321716,0.304543747,7791.778951,11.43785965,11.21673584,11.2928009,11.65187836,94629.80579,95415.84738,94005.5355,0.230561361,3.344174978,1
0.508176075,0.162810051,47.20004332,-0.000608839,-0.098486574,154.5654611,-0.019442602,0.101078621,11.52244318,92.64024704,647.6666667,227.1352938,124.0031682,226.8617423,29.82521362,0.428571429,0.285714286,8.105199848,11.43010265,11.2928009,15.16938801,0.193675842,12.06321716,0.309916563,6885.278243,11.43010265,11.18001938,11.2928009,11.65187836,94623.34624,95415.84738,94005.5355,0.430809938,3.867031508,1
0.508176075,0.164165092,47.50149702,0.004183637,-0.096903044,150.131322,-0.014936842,0.110485462,11.58973317,87.36349454,686.7857143,226.6067059,77.68278693,225.5686275,29.79694999,0.384615385,0.153846154,8.199587388,11.4253558,11.2928009,15.2205391,0.193675842,12.06321716,0.313464146,6499.691668,11.4253558,11.16706848,11.2928009,11.65187836,94617.36108,95415.84738,94005.5355,0.508495112,4.009309462,1
0.508176075,0.161098696,19.4488041,0.000956856,-0.095256622,139.5595409,-0.019375218,0.106350316,6.050998003,83.78088077,716.1538462,160.4855676,65.11208285,206.0978952,25.0786669,0.333333333,0.083333333,2.220182736,11.52859547,11.39556885,9.697997402,0.227244377,13.23394775,0.425311228,5632.561695,11.52859547,11.18522644,11.39556885,11.7846489,94614.15425,95415.84738,94070.202,0.836830262,4.854330962,1
